-59, 61, -50
-52, -53, -67
-61, -67, 58
1, -49, 37
-2, 43, -49
-45, -97, 19
-44, -82, 75
29, -8, 58
28, 25, 55
-32, 83, 42
-16, 38, -33
-70, -17, -35
33, 68, 2
4, 10, 74
-3, -37, 50
7, 7, 66
63, -41, -62
-82, 59, 59
-31, -45, 23
-56, -54, 91
-52, 85, -35
32, -45, 86
81, 17, -47
92, 67, 12
51, -19, -10
26, 37, 74
-92, -31, -39
-50, -56, 60
39, 57, -65
26, -100, -87
69, -40, -5
-56, -35, 9
2, 98, -88
-50, -63, -70
-90, -90, 28
-9, -5, 41
-58, 29, 84
-60, 75, -56
-10, -100, -72
-76, 15, -6
-88, -60, 98
-26, -11, 56
-99, -3, -3
31, 3, -24
-45, -40, 98
69, 2, 31
-53, 22, -26
-76, 12, 53
50, -58, 92
89, 77, -37
-71, 80, 81
74, -41, 6
1, -60, -97
8, -32, -52
-96, 24, 97
-22, -51, 42
-16, 45, 79
-71, 99, -64
40, 48, 22
2, 70, -21
-58, -10, -61
-11, -51, 87
49, 16, -88
24, 84, -25
74, 34, -5
92, -68, 85
98, -21, -18
-10, -86, 48
-79, -90, -31
39, -35, 10
96, 16, 13
-90, 8, -11
95, -97, 84
-98, -9, -98
8, -2, -37
27, -23, 69
51, 71, 12
84, 1, 31
-32, 89, 28
94, -13, 75
20, 63, 7
14, 27, -83
24, -74, -89
-5, 57, -88
41, 24, -15
-41, -42, 78
64, -46, 90
-33, 60, 7
73, -88, 66
-29, 42, 99
-93, -1, -92
82, -41, 97
-57, -71, -90
39, 39, 20
74, -1, -76
-73, 72, -22
-22, -22, -8
19, -78, 47
89, 65, -46
-24, -74, -14
