-10, 94, -31
9, 16, 78
72, -9, -13
4, 52, -61
-66, -80, 99
86, -7, 54
-99, 22, -64
47, 67, 77
-100, 4, -96
-85, 48, 44
-55, 31, -31
-16, 28, -40
-79, 52, 85
-54, -3, -65
-20, 10, -31
4, 54, 27
36, 67, 71
94, -32, -73
76, -67, -6
21, 45, 73
-76, 58, -63
-47, 48, -56
34, 17, 75
-72, 42, -23
-81, 61, 35
2, 12, -15
52, -41, -12
85, -44, -81
-26, -92, -100
18, -11, 82
-61, 91, -31
69, 38, 76
96, -30, 84
-91, 92, -90
95, -39, 28
59, -60, -85
98, 98, -52
-36, -28, -8
-96, 81, -90
23, -78, 21
9, -13, 75
34, 94, -64
-13, -6, 63
22, 63, -52
-98, 53, -96
85, 80, -87
13, 29, 1
95, 58, 73
-50, -9, -19
80, -36, 27
-60, -1, -81
60, -79, -78
-100, 13, -66
29, 61, 18
-3, 61, -81
9, -13, 88
-91, -92, 31
-81, 98, -90
-18, -38, 56
-95, -43, -25
-23, 76, 29
-94, -77, 11
-89, -29, -49
-42, 71, -95
-15, 58, -87
95, -14, 88
-11, -51, -15
-64, -20, 3
62, -28, 2
-8, 5, 86
-86, -32, -54
-6, -72, -95
-41, -4, 1
-100, -78, 31
-13, 60, -3
-77, -69, -80
11, -60, -99
-45, -94, 96
0, 94, -53
32, 86, -76
29, -60, -57
-56, -57, 65
70, -53, -10
28, 30, 23
66, -43, -37
-10, -54, 53
-35, -38, -63
-16, -56, 73
61, 89, 67
-47, 38, -5
22, -60, -99
91, 53, -100
74, -41, -83
-75, 0, -71
-24, 22, 93
38, 86, -72
-73, 74, -40
-19, 25, -78
-19, -15, 38
-89, 39, 8
