-19.60, 30.80, -34.10
-62.30, -40.00, -62.30
73.40, 9.70, 24.30
89.20, 2.90, 68.70
-63.80, 27.00, 18.20
-20.90, 91.50, 5.30
60.20, -36.70, 25.10
24.60, 25.20, 3.80
56.70, 19.50, -57.00
-8.90, 38.00, -57.10
-33.20, -58.20, -67.70
-65.90, 75.80, 25.00
-93.30, 11.70, -85.90
92.90, 40.90, -79.20
-26.10, 56.90, 91.60
-54.60, -34.10, -88.60
79.40, 73.40, 38.50
-37.30, 50.90, -20.50
48.20, 38.00, -20.70
43.80, 80.20, 21.00
-22.20, -96.80, 73.70
-99.20, 50.50, 64.10
56.70, 26.10, -39.90
-15.60, 18.40, 92.70
-41.20, -61.10, -38.60
38.10, -99.70, -58.00
-83.90, -9.10, 70.50
-58.90, 99.30, -52.50
-61.90, -53.80, 95.90
-25.50, -67.50, -44.50
-66.30, 35.70, -51.40
66.20, -37.00, -76.40
-20.40, 53.00, 46.70
-45.70, 94.20, -93.30
-51.60, 32.50, 11.30
90.90, -1.10, 68.90
-57.90, -79.80, -57.10
56.90, -55.90, -97.60
98.30, -28.40, -45.50
71.60, -78.70, -32.00
-53.90, 16.70, -36.70
-25.30, -5.70, 3.80
-93.40, -14.60, -13.10
68.60, 2.60, 60.20
27.50, -41.40, -3.60
35.30, 75.10, 25.60
9.40, -47.10, -68.70
-99.70, 96.40, -15.20
-12.20, 86.40, -39.20
59.00, -95.40, 44.70
-53.60, 78.70, 17.10
53.40, 46.00, 65.50
-60.00, -90.70, -71.50
-88.20, 73.70, 6.60
78.20, -88.90, -7.10
53.90, -6.40, -54.80
-93.00, 97.50, -64.50
-49.60, 49.80, -64.80
-20.10, -96.30, -28.50
-19.30, -46.60, -90.20
-17.50, 70.70, -82.30
-4.50, -48.90, -33.20
58.30, 28.00, 88.60
-22.90, 92.70, 9.10
-55.00, -46.00, 76.80
75.50, 30.30, -67.20
27.80, 81.10, 6.00
-25.60, 4.30, 53.30
-13.70, 15.00, -78.70
22.60, 77.20, 33.40
97.80, 96.40, -99.80
-18.40, 72.10, 83.40
48.50, -46.80, -20.70
-78.40, -0.20, 6.20
-58.00, 0.10, 36.70
-46.70, 46.10, -63.10
99.40, 97.90, -3.70
58.90, 22.60, 75.10
95.60, 31.90, -12.80
76.10, -64.30, -14.40
27.50, 79.10, -91.00
-13.60, 74.60, 95.00
69.10, 27.70, -99.80
-94.00, 49.50, 22.30
-23.40, -87.40, -5.00
50.10, -35.00, -29.10
56.00, 72.30, -91.20
-38.10, -31.80, 46.80
16.10, -26.10, 79.10
-80.50, -55.60, 63.00
-60.30, 40.50, -52.70
45.80, 73.30, -32.20
-97.20, -48.70, -82.90
-28.60, -53.30, -58.10
-96.30, -46.10, 50.20
-9.60, -87.10, 97.30
-55.70, -54.20, 73.50
-19.30, -42.70, -89.50
-17.10, -92.60, 50.40
75.60, 79.10, -11.50
